City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,leer,53.2316,7.461,16.08,90,99,2.2,DE,1722820988
290,khorinsk,52.1657,109.7726,21.73,56,0,3.43,RU,1722820989
291,sultanah,24.4926,39.5857,34.25,38,20,3.09,SA,1722820990
292,amalapuram,16.5833,82.0167,26.39,88,90,1.01,IN,1722820991
293,flin flon,54.7682,-101.865,20.64,35,100,2.25,CA,1722820828
294,jiexiu,37.0244,111.9125,26.02,64,0,1.37,CN,1722820994
295,nevsehir,38.9167,34.6667,15.56,39,0,0.51,TR,1722820995
296,pacific grove,36.6177,-121.9166,24.56,89,100,5.14,US,1722820593
297,vargem grande,-3.5431,-43.9158,22.92,66,61,1.84,BR,1722820997
298,yunmeng chengguanzhen,31.0625,113.7655,31.08,72,100,5.11,CN,1722820999
299,baranchinskiy,58.1617,59.6991,13.03,97,33,1.86,RU,1722821000
300,monrovia,6.3005,-10.7969,23.87,86,79,2.53,LR,1722821001
301,wanning,18.8003,110.3967,29.0,79,49,2.08,CN,1722821002
302,pimampiro,0.4,-77.9667,15.68,91,71,1.33,EC,1722821003
303,alpena,45.0617,-83.4327,22.84,83,0,0.0,US,1722821005
304,san-pedro,4.7485,-6.6363,24.06,84,100,2.37,CI,1722820413
305,mount pearl,47.5166,-52.7813,20.81,96,100,1.79,CA,1722820433
306,bucerias,20.75,-105.3333,31.1,70,75,3.6,MX,1722821009
307,eyl,7.9803,49.8164,24.23,78,100,9.48,SO,1722820584
308,kibondo,-3.5864,30.7203,14.65,33,94,1.25,TZ,1722821012
309,huilong,31.8111,121.655,30.84,72,98,6.13,CN,1722821013
310,chegdomyn,51.1167,133.0167,14.66,98,100,2.06,RU,1722821014
311,alice springs,-23.7,133.8833,12.75,76,40,3.6,AU,1722821015
312,geraldton,-28.7667,114.6,11.23,87,0,4.12,AU,1722820988
313,tangalle,6.024,80.7911,26.16,83,100,4.71,LK,1722820817
314,mawlaik,23.6333,94.4167,24.18,100,100,0.08,MM,1722821019
315,selfoss,63.9331,-20.9971,11.14,75,100,12.43,IS,1722821020
316,catriel,-37.8791,-67.7956,10.25,40,95,2.16,AR,1722821021
317,tarakan,3.3,117.6333,24.72,100,100,2.06,ID,1722820786
318,utrik,11.2278,169.8474,28.54,80,39,6.51,MH,1722820521
319,fengxiang,47.5833,130.8333,21.74,95,100,2.67,CN,1722821025
320,port moresby,-9.4431,147.1797,27.38,69,59,4.19,PG,1722820661
321,lata,40.1629,-8.3327,17.26,97,35,0.93,PT,1722820956
322,yelizovo,53.1873,158.3805,21.08,60,20,4.0,RU,1722821028
323,melfort,52.8667,-104.6177,20.07,60,100,4.12,CA,1722821029
324,la plata,-34.9215,-57.9545,13.26,61,2,3.79,AR,1722820502
325,vadso,70.0744,29.7487,10.49,100,100,6.17,NO,1722820926
326,urzhar,47.093,81.6294,25.26,35,17,0.98,KZ,1722821033
327,san isidro de curuguaty,-24.5167,-55.7,23.95,44,51,1.68,PY,1722821034
328,petropavlovsk-kamchatsky,53.0452,158.6483,20.33,60,20,4.0,RU,1722821035
329,chubbuck,42.9208,-112.4661,31.94,28,0,7.2,US,1722821036
330,cidreira,-30.1811,-50.2056,16.14,100,100,1.99,BR,1722821038
331,sao jose da coroa grande,-8.8978,-35.1478,23.92,79,41,6.46,BR,1722821039
332,qamdo,31.1667,97.2333,10.98,58,0,0.91,CN,1722821040
333,shindand,33.3029,62.1474,27.12,18,0,2.19,AF,1722821041
334,acarau,-2.8856,-40.12,25.0,83,4,7.09,BR,1722820469
335,zouerate,22.7187,-12.4521,31.07,36,0,6.47,MR,1722821044
336,ukhta,63.5671,53.6835,12.82,99,73,2.33,RU,1722821045
337,conduaga,8.862,117.4893,29.27,73,100,2.68,PH,1722820995
338,afif,23.9065,42.9172,27.48,20,97,2.7,SA,1722821047
339,chui,-33.6971,-53.4616,11.88,84,100,2.31,UY,1722820994
340,metlili chaamba,32.2667,3.6333,29.52,17,0,0.0,DZ,1722820799
341,avsallar,36.616,31.7806,27.18,60,0,3.12,TR,1722821051
342,susuman,62.7833,148.1667,17.33,38,4,2.55,RU,1722821052
343,kamennogorsk,60.9545,29.1339,15.31,97,22,1.81,RU,1722821053
344,argostolion,38.1811,20.489,27.64,38,0,3.37,GR,1722821054
345,tra vinh,9.9347,106.3453,27.29,82,33,2.32,VN,1722821056
346,lhokseumawe,5.1801,97.1507,26.61,80,100,1.3,ID,1722821057
347,turabah,21.2141,41.6331,26.9,53,43,2.56,SA,1722821058
348,weno,7.4515,151.8468,31.97,79,75,4.12,FM,1722820557
349,bonthe,7.5264,-12.505,25.0,85,100,2.17,SL,1722821060
350,nishifukuma,33.7667,130.4667,35.16,66,4,4.01,JP,1722821062
351,prainha,-1.8,-53.48,25.53,55,4,1.51,BR,1722821063
352,bandon,51.7469,-8.7425,17.77,98,100,7.29,IE,1722821064
353,myeik,12.4333,98.6,26.51,83,100,0.79,MM,1722820984
354,patnos,39.2336,42.8634,19.74,47,9,0.68,TR,1722821066
355,puerto colombia,10.9878,-74.9547,29.05,83,100,4.78,CO,1722821068
356,turkmenbasy,40.0222,52.9552,23.43,64,0,2.06,TM,1722820654
357,san luis de la loma,17.2706,-100.8939,26.46,88,100,3.14,MX,1722820761
358,zinjibar,13.1287,45.3807,28.17,76,19,1.61,YE,1722821071
359,chonchi,-42.6128,-73.8092,7.84,98,100,2.41,CL,1722820637
360,naracoorte,-36.9579,140.7383,12.16,63,64,1.64,AU,1722821073
361,pascagoula,30.3658,-88.5561,29.17,83,20,1.54,US,1722821075
362,tosontsengel,48.7567,98.2839,14.18,70,0,1.78,MN,1722821076
363,vyazemskiy,47.5378,134.7525,23.41,82,100,2.07,RU,1722821077
364,ambovombe,-25.1667,46.0833,16.39,89,1,2.59,MG,1722821078
365,sampang,-7.1872,113.2394,26.46,65,11,4.08,ID,1722821081
366,kshenskiy,51.8408,37.7136,13.44,94,3,1.87,RU,1722821082
367,yaring,6.8662,101.3689,27.38,84,100,1.47,TH,1722821083
368,miasskoye,55.2784,61.8905,16.49,95,100,2.77,RU,1722821084
369,le vauclin,14.5452,-60.8388,28.03,83,75,5.66,MQ,1722821085
370,san pedro,14.35,121.0167,29.08,84,75,5.66,PH,1722821086
371,washington,47.5001,-120.5015,34.48,20,0,1.9,US,1722820332
372,tshabong,-26.05,22.45,6.55,80,100,5.06,BW,1722820497
373,nadym,65.5333,72.5167,12.93,62,100,7.41,RU,1722821090
374,robore,-18.3333,-59.75,26.4,40,67,1.21,BO,1722821091
375,yuli,9.6989,10.2744,25.32,92,100,1.69,NG,1722820933
376,tommot,58.9564,126.2925,15.44,97,100,2.14,RU,1722821094
377,san rafael del sur,11.8485,-86.4384,25.54,87,100,3.05,NI,1722821095
378,sinabang,2.4803,96.3801,26.93,83,57,1.52,ID,1722820908
379,namibe,-15.1961,12.1522,15.56,89,0,1.55,AO,1722820991
380,aleksandrov gay,50.147,48.5704,23.4,36,5,4.48,RU,1722821098
381,lompoc,34.6391,-120.4579,21.03,81,0,5.66,US,1722820324
382,atar,20.5169,-13.0499,30.65,57,100,6.15,MR,1722821101
383,tagiura,32.8817,13.3506,26.77,81,1,4.29,LY,1722821102
384,sosnovka,56.255,51.2842,14.13,97,100,2.33,RU,1722821103
385,hobyo,5.3505,48.5268,24.07,83,46,10.91,SO,1722820550
386,ingeniero luis a. huergo,-39.0833,-67.2333,9.94,22,100,1.74,AR,1722821105
387,lake havasu city,34.4839,-114.3224,46.34,10,0,1.79,US,1722821107
388,holualoa,19.6228,-155.9522,26.91,81,100,4.12,US,1722820751
389,pasuquin,18.3328,120.6177,29.97,79,75,1.03,PH,1722821109
390,pocatello,42.8713,-112.4455,31.95,29,0,7.2,US,1722821110
391,fort mcmurray,56.7268,-111.381,23.77,33,0,1.54,CA,1722820535
392,ola,59.5833,151.2833,15.77,74,0,2.23,RU,1722820644
393,tromso,69.6496,18.957,14.01,77,0,0.0,NO,1722820482
394,vilyuchinsk,52.9306,158.4028,21.15,73,100,2.35,RU,1722820639
395,hilo,19.7297,-155.09,25.85,84,100,7.2,US,1722821070
396,saint-francois,46.4154,3.9054,14.8,95,0,1.03,FR,1722821117
397,pasni,25.2631,63.471,27.77,83,100,0.81,PK,1722821118
398,puerto lempira,15.2667,-83.7667,26.87,84,25,3.69,HN,1722820774
399,atafu village,-8.5421,-172.5159,27.86,80,100,5.29,TK,1722820559
400,andergrove,-21.0833,149.1833,21.47,75,100,4.97,AU,1722820555
401,el porvenir,13.7617,-87.3458,22.63,91,100,1.34,HN,1722821123
402,nogliki,51.8333,143.1667,15.45,68,100,6.93,RU,1722821124
403,mariental,-24.6333,17.9667,6.56,87,95,3.6,NA,1722821126
404,borogontsy,62.6683,131.1683,20.01,39,100,4.85,RU,1722821020
405,marsh harbour,26.5412,-77.0636,28.67,79,100,7.21,BS,1722821128
406,birjand,32.8663,59.2211,22.26,20,0,4.12,IR,1722821130
407,kailua-kona,19.6406,-155.9956,28.98,78,100,4.12,US,1722821132
408,klaksvik,62.2266,-6.589,12.51,98,100,14.49,FO,1722821133
409,rongelap,11.1635,166.8941,28.73,78,73,6.46,MH,1722820761
410,pahrump,36.2083,-115.9839,40.47,13,100,1.79,US,1722821135
411,bang saphan,11.2126,99.5117,26.24,88,96,1.54,TH,1722821136
412,umm kaddadah,13.6017,26.6876,24.71,74,100,5.11,SD,1722821116
413,vernon,50.2581,-119.2691,35.97,25,0,1.34,CA,1722820942
414,kodinsk,58.6881,99.1844,19.18,60,9,0.58,RU,1722821140
415,luneville,48.6,6.5,16.21,93,100,0.51,FR,1722821141
416,noosa heads,-26.3833,153.15,20.74,56,39,3.73,AU,1722821142
417,xining,36.6167,101.7667,17.13,63,3,1.0,CN,1722821084
418,asau,46.4333,26.4,16.51,75,94,1.6,RO,1722820783
419,porto novo,6.4965,2.6036,24.9,82,26,3.15,BJ,1722821146
420,laojunmiao,39.8333,97.7333,25.65,17,95,0.86,CN,1722820729
421,faya-largeau,17.9257,19.1043,27.56,75,100,11.18,TD,1722820392
422,arawa,-6.2132,155.5367,30.02,70,9,0.86,PG,1722821149
423,manokwari,-0.8667,134.0833,24.02,91,100,1.22,ID,1722820730
424,mitu,1.1983,-70.1733,22.92,97,100,0.75,CO,1722820572
425,huancavelica,-12.7667,-74.9833,2.0,83,88,0.9,PE,1722821153
426,mufumbwe,-13.6833,24.8,13.47,31,0,1.37,ZM,1722821154
427,gusinoozyorsk,51.2833,106.5,18.52,70,18,2.62,RU,1722821155
428,mohyliv-podilskyi,48.446,27.7982,15.94,80,0,1.66,UA,1722821157
429,chumphon,10.3333,98.8333,25.48,87,86,1.21,TH,1722821158
430,souillac,-20.5167,57.5167,16.21,88,20,3.09,MU,1722820911
431,semera,11.501,41.201,29.08,55,100,3.24,ET,1722821160
432,mabaruma,8.2,-59.7833,23.0,100,100,0.84,GY,1722821161
433,olinda,-8.0089,-34.8553,23.85,88,40,3.09,BR,1722821162
434,maharajgani,26.1167,84.4833,28.66,78,100,2.85,IN,1722821164
435,khovd,48.0056,91.6419,22.14,35,0,0.41,MN,1722820779
436,bude,50.8243,-4.5413,17.78,89,53,0.89,GB,1722821166
437,kapuskasing,49.4169,-82.4331,17.05,63,20,1.54,CA,1722820640
438,oromocto,45.8351,-66.4792,22.96,88,100,3.6,CA,1722821168
439,polevskoy,56.4422,60.1878,12.72,97,100,2.49,RU,1722821000
440,pandan,14.0453,124.1694,29.99,68,100,3.43,PH,1722821171
441,onega,63.9061,38.1404,11.75,88,100,2.24,RU,1722821172
442,yanbu,24.0891,38.0637,32.02,84,20,2.06,SA,1722821173
443,san juan de uraba,8.7592,-76.5297,26.46,84,99,1.83,CO,1722821174
444,kurumkan,54.3,110.3,22.08,54,2,0.93,RU,1722821175
445,rochefort,45.9167,-1.0,17.7,90,0,0.45,FR,1722821177
446,tadmur,34.5608,38.2805,24.97,54,0,10.35,SY,1722821178
447,orsa,54.5153,30.4053,12.9,89,4,1.81,BY,1722821179
448,kayes,14.0,-11.0,23.37,91,49,4.28,ML,1722821180
449,artemisa,22.814,-82.7561,25.15,88,100,2.51,CU,1722821181
450,ebaye,8.7748,167.7392,31.01,74,40,4.63,MH,1722821183
451,coronel dorrego,-38.7187,-61.2873,10.83,48,98,4.73,AR,1722821185
452,ghadamis,30.1337,9.5007,27.13,50,0,4.65,LY,1722821186
453,wynyard,-41.0,145.7167,11.77,84,92,0.89,AU,1722821187
454,cururupu,-1.8283,-44.8683,23.37,88,30,1.19,BR,1722820944
455,tanda,26.55,82.65,27.47,83,11,1.53,IN,1722821190
456,noumea,-22.2763,166.4572,22.78,99,8,6.54,NC,1722821046
457,ulladulla,-35.35,150.4667,15.88,49,100,2.24,AU,1722821192
458,guiuan,11.0333,125.7247,27.87,78,100,7.83,PH,1722821193
459,santa rosalia,27.3167,-112.2833,32.45,46,9,1.41,MX,1722821194
460,porto seguro,-16.4497,-39.0647,24.29,83,40,3.09,BR,1722821196
461,severodvinsk,64.5635,39.8302,11.06,88,100,3.1,RU,1722821197
462,doka,13.5167,35.7667,21.98,92,99,2.52,SD,1722821198
463,san patricio,28.017,-97.5169,31.05,58,5,5.07,US,1722820762
464,buston,40.2342,69.6948,24.1,38,20,4.0,TJ,1722821200
465,benguela,-12.5763,13.4055,18.69,88,41,1.29,AO,1722820969
466,popondetta,-8.7537,148.2534,27.15,70,100,1.72,PG,1722821203
467,bahia blanca,-38.7196,-62.2724,12.81,46,100,4.2,AR,1722821204
468,cannonvale,-20.2833,148.7,21.66,67,98,4.21,AU,1722820783
469,pundong,-7.9522,110.3486,25.32,77,53,2.07,ID,1722821206
470,muscat,23.6139,58.5922,30.01,83,100,4.85,OM,1722821207
471,vif,45.05,5.6667,18.76,92,96,0.57,FR,1722821209
472,castillos,-34.1667,-53.8333,10.17,83,99,2.03,UY,1722821210
473,suva,-18.1416,178.4415,23.71,73,75,2.57,FJ,1722821211
474,wuwei,37.9281,102.6414,28.57,25,100,0.88,CN,1722821212
475,sotik post,-0.7813,35.3416,10.28,86,16,1.41,KE,1722821213
476,akhtubinsk,48.2795,46.1722,23.67,34,17,4.67,RU,1722821215
477,port sudan,19.6175,37.2164,32.58,52,100,4.62,SD,1722821216
478,bani mazar,28.5036,30.8004,27.75,42,0,3.57,EG,1722821217
479,taltal,-25.4,-70.4833,14.53,79,1,1.06,CL,1722821218
480,itaporanga,-7.3044,-38.1503,22.59,63,0,3.94,BR,1722821219
481,san juan de la maguana,18.8059,-71.2299,24.38,88,100,1.61,DO,1722821221
482,sinop,41.7711,34.8709,18.6,55,42,1.04,TR,1722821222
483,ariquemes,-9.9133,-63.0408,26.96,43,0,1.1,BR,1722821223
484,oranjemund,-28.55,16.4333,10.34,76,0,2.8,NA,1722821224
485,anloga,5.7947,0.8973,25.17,78,100,4.66,GH,1722821225
486,elk city,35.412,-99.4043,33.99,31,0,2.57,US,1722821226
487,nguigmi,14.2495,13.1092,28.62,60,100,7.14,NE,1722820756
488,levuka,50.1834,-105.4011,20.84,47,100,6.74,CA,1722821229
489,puerto baquerizo moreno,-0.9,-89.6,19.64,85,26,5.63,EC,1722821230
490,lincoln,40.8,-96.667,34.04,48,0,0.45,US,1722821231
491,oyama,36.3,139.8,34.21,42,6,1.5,JP,1722821059
492,kerikeri,-35.2268,173.9474,16.62,60,40,2.68,NZ,1722821234
493,greymouth,-42.4667,171.2,7.03,93,100,2.02,NZ,1722820890
494,moultonborough,43.7548,-71.3967,22.36,89,100,0.45,US,1722820995
495,benjamin aceval,-24.9667,-57.5667,22.89,49,43,2.37,PY,1722821237
496,alofi,-19.0595,-169.9187,26.94,78,75,4.63,NU,1722820790
497,saidpur,25.7777,88.8917,27.59,85,100,1.79,BD,1722821239
498,lerwick,60.1545,-1.1494,15.0,92,100,10.12,GB,1722821241
499,hakui,36.8833,136.7833,32.05,75,18,2.42,JP,1722820820
500,mersa matruh,31.3525,27.2453,26.11,78,40,4.12,EG,1722821243
501,port elizabeth,-33.918,25.5701,11.16,53,0,8.75,ZA,1722820798
502,chos malal,-37.3781,-70.2709,5.78,64,100,3.13,AR,1722821245
503,tangwani,28.2787,68.9972,29.88,71,2,1.88,PK,1722821247
504,molde,62.7375,7.1591,15.91,88,100,3.09,NO,1722821249
505,zwedru,6.0667,-8.1281,20.71,99,98,1.37,LR,1722821250
506,olenino,56.2092,33.4889,11.67,96,9,1.93,RU,1722821251
507,rampur,28.8167,79.0333,26.98,83,81,7.12,IN,1722821253
508,puerto deseado,-47.7503,-65.8938,5.0,95,95,4.79,AR,1722821111
509,vung tau,10.346,107.0843,26.23,82,51,3.25,VN,1722821255
510,villa gesell,-37.2639,-56.973,9.47,69,13,4.38,AR,1722820942
511,russellville,35.2784,-93.1338,31.08,54,0,0.0,US,1722821076
512,kourou,5.1552,-52.6478,27.03,84,80,3.61,GF,1722821259
513,antalaha,-14.9003,50.2788,18.18,86,82,2.8,MG,1722821260
514,kamina,-8.7386,24.9906,17.07,32,8,1.29,CD,1722821261
515,ugoofaaru,5.6667,73.0,27.68,78,100,4.12,MV,1722821262
516,santa elena,-2.2333,-80.85,21.79,82,76,3.78,EC,1722821263
517,antsiranana,-12.2787,49.2917,20.94,76,7,6.34,MG,1722820946
518,buka,40.8108,69.1986,22.56,26,88,3.14,UZ,1722821266
519,balabac,7.9868,117.0645,29.03,71,100,3.12,PH,1722821053
520,bochum,51.4833,7.2167,17.43,85,92,1.15,DE,1722821268
521,malvan,16.0667,73.4667,26.34,88,100,5.81,IN,1722820773
522,atlantic,39.4668,-74.6663,25.5,92,100,1.35,US,1722821270
523,iwanai,42.9744,140.5089,22.78,77,100,1.52,JP,1722821272
524,adamovka,51.5223,59.9396,16.52,77,51,2.97,RU,1722821273
525,benito juarez,19.385,-99.165,19.91,56,75,6.17,MX,1722821274
526,hasaki,35.7333,140.8333,32.38,70,0,2.3,JP,1722820810
527,fuling,29.7022,107.3919,26.46,90,100,1.25,CN,1722821276
528,tver,56.8619,35.8931,12.72,97,21,2.36,RU,1722821278
529,puerto aysen,-45.4,-72.7,3.01,99,100,1.38,CL,1722821279
530,gamba,-2.65,10.0,21.07,79,92,2.23,GA,1722821280
531,ebon,4.582,168.6964,28.99,74,25,5.77,MH,1722821281
532,piti village,13.4626,144.6933,31.03,77,0,5.14,GU,1722821061
533,puerto rosario,-24.45,-57.0833,25.59,41,86,2.06,PY,1722821054
534,kondopoga,62.2057,34.2614,13.82,95,23,2.03,RU,1722821285
535,lingig,8.0389,126.4125,28.74,66,100,0.66,PH,1722820995
536,chato,-2.6378,31.7669,18.52,32,69,3.52,TZ,1722821287
537,mhamid,29.82,-5.72,34.06,10,0,0.94,MA,1722821288
538,callao,-12.0667,-77.15,17.62,77,100,5.66,PE,1722821113
539,novaya ladoga,60.1025,32.3019,14.39,93,90,1.5,RU,1722821133
540,bomdila,27.25,92.4,11.85,94,86,0.36,IN,1722821292
541,muynoq,43.7683,59.0214,27.93,31,85,1.84,UZ,1722821293
542,la gomera,14.0833,-91.05,25.76,85,100,1.22,GT,1722821294
543,gaiman,-43.2897,-65.4929,10.58,43,32,2.78,AR,1722820885
544,tarauaca,-8.1614,-70.7656,25.71,66,53,1.41,BR,1722821297
545,yunyang,33.4474,112.7142,28.72,76,39,0.52,CN,1722821298
546,port macquarie,-31.4333,152.9167,18.93,64,100,2.24,AU,1722821299
547,dese,11.1333,39.6333,13.07,85,86,1.08,ET,1722821302
548,strawberry,37.8969,-122.5089,25.92,78,1,2.24,US,1722821303
549,inyati,-19.6756,28.8469,13.76,19,0,1.15,ZW,1722821304
550,carolina beach,34.0352,-77.8936,27.23,91,100,6.67,US,1722821305
551,howrah,22.5892,88.3103,29.0,94,75,1.54,IN,1722821306
552,kavieng,-2.5744,150.7967,28.64,73,100,4.55,PG,1722821308
553,miajadas,39.1513,-5.9084,24.75,30,0,1.2,ES,1722821309
554,bereket,39.2446,55.5154,28.04,51,0,2.96,TM,1722821310
555,daru,-9.0763,143.2092,25.71,83,87,6.2,PG,1722820728
556,loukhi,66.0764,33.0381,7.75,93,13,2.37,RU,1722821313
557,ketchikan,55.3422,-131.6461,24.26,46,0,4.63,US,1722821043
558,madingou,-4.1536,13.55,21.84,72,97,1.69,CG,1722821316
559,berdigestyakh,62.0989,126.6992,13.92,67,100,2.59,RU,1722821319
560,boyolangu,-8.1181,111.8935,24.29,81,34,1.8,ID,1722821320
561,tsarevo,42.1667,27.85,22.76,83,4,0.78,BG,1722821321
562,christchurch,-43.5333,172.6333,14.15,62,7,1.54,NZ,1722821161
563,woolgoolga,-30.1106,153.2007,18.93,61,94,3.63,AU,1722821323
564,morondava,-20.2833,44.2833,17.53,69,0,2.55,MG,1722821324
565,homer,59.6425,-151.5483,19.87,60,0,6.17,US,1722821326
566,edgewater,28.9889,-80.9023,25.01,96,100,3.09,US,1722821327
567,valparaiso,-33.0393,-71.6273,13.89,68,0,2.06,CL,1722821328
568,shitanjing,39.2342,106.3439,26.37,35,10,2.6,CN,1722821329
569,chany,55.3121,76.7647,16.23,92,17,2.75,RU,1722821330
570,bilovods'k,49.2085,39.5897,17.59,91,50,1.67,UA,1722821332
571,tarko-sale,64.9225,77.785,13.64,56,95,9.16,RU,1722821334
572,farasan,16.7022,42.1183,30.51,81,97,3.68,SA,1722821115
573,tianchang,37.9981,114.0156,28.91,60,0,0.71,CN,1722821336
574,plettenberg bay,-34.0527,23.3716,8.44,69,3,4.83,ZA,1722821337
575,kinkala,-4.3614,14.7644,20.45,74,100,3.38,CG,1722821339
576,arno,60.1167,18.6333,17.66,91,35,2.14,SE,1722821117
577,jiuquan,39.7432,98.5174,29.89,15,98,3.08,CN,1722821341
578,al mindak,20.1588,41.2834,23.78,81,100,1.35,SA,1722821116
579,pizarro,4.9533,-77.366,25.2,91,100,2.43,CO,1722821343
580,la tuque,47.4334,-72.7824,19.14,77,58,0.51,CA,1722821047
581,talakan,50.3167,130.3667,18.78,98,100,4.18,RU,1722821346
